,data,label
1064,Total energy consumption has been reduced by 27%.,sustainable
1065,This portfolio consists of loans (Belgium and Ireland) and financial leasing (all core countries except Ireland) for vehicles.,unsustainable
1066,Delivering against this commitment has required that we reduce the number of employees that we employ.,unsustainable
1067,We will continue to engage and collaborate with companies in their transition to a low-carbon business.,sustainable
1068,"Relatively high energy intensity could lead to increased operating costs as a result of price increases for, e.g. renewable electricity.",unsustainable
1069,KBC is also active in operational leasing and has set ambitious targets to decrease the emissions of the cars in our car leasing feets and to increase the share of electric and hybrid vehicles.,sustainable
1070,"The market-based accounting method quantifes Scope 2 GHG emissions based on the emissions emitted by the generators from which the reporter contractually purchases electricity bundled with instruments, or unbundled instruments on their own.",unsustainable
1071,Our employee engagement level will be regularly calculated as an index score based on set questions in employee surveys.,sustainable
1072,The High Low Low Low result is expressed in terms of tonnes of CO2.,unsustainable
1073,"The objective is to develop a process for decontaminating plastic waste from different sectors, in particular automobile.",sustainable
1074,"We will strive to preserve the environment and realize a sustainable society through efforts toward energy conservation, resource conservation, and resource recycling based on the recognition of the burden imposed on the environment by the consumption of resources and the discharge of wastes involved in our business activities.",sustainable
1075,This report now throws a spotlight on the global food system.,unsustainable
1076,We support customers to reduce risks and minimize damage while compensating those who have suffered losses and insure low-carbon developments.,sustainable
1077,"From 2030, our operational footprint (occupied offices and business travel) will operate with net zero carbon emissions.",sustainable
1078,The company is optimising its fleet and investing in low-emissions equipment and machinery to limit carbon emissions.,sustainable
1079,The vast majority of vehicles in the portfolio are cars of which almost 80% are new vehicles.,unsustainable
1080,"In Italy, Amundi actively mobilised against food insecurity among the Italian population by financially supporting the Food Bank.",sustainable
1081,"The Equator Principles are based on guidelines and standards concerning environmental and social risk management established by International Finance Corporation, a member of the World Bank Group.",unsustainable
1082,"In 2015, as part of its low-carbon strategy, CNP Assurances signed the Energy Efficiency Charter for Commercial Buildings, thereby illustrating its desire to become more involved in the green building sector.",sustainable
1083,We have committed to using 100% renewable electricity by mid-2020.,sustainable
1084,"In other words, it is likely that a significant portion of the reduction in carbon footprint and absolute emissions observed between 2019 and 2020 is due to changes in EVIC rather than other factors that have a greater relationship to actions taken on the part of investee companies, BlackRock’s clients, or BlackRock’s portfolio managers.",unsustainable
1085,"Going forward, JRE will contribute to a shift to a low-carbon society through the reduction of GHG emissions while securing its preparedness to natural disasters and other phenomena arising from climate change.",sustainable
1086,Stakeholders wanted us to continue focusing on not only reducing our own emissions but also on how we invest and allocate capital to enable the transition to a low-carbon economy.,sustainable
1087,"If soil and groundwater contamination occurs at active or former BASF sites, proper remediation measures are reviewed based on prevailing legal and current technical standards, and undertaken as necessary.",sustainable
1088,"The energy source ‘Business travel’ is differentiated according to type (air travel, public transport and business travel using a private car) and calculated using separate emission factors instead of average carbon emissions/km multiplied by total kilometers traveled on business.",unsustainable
1089,"We believe that the low-carbon transition will trigger not only risks but also wide investment opportunities, and we believe that the uncertain and dispersed nature of the effects of climate change makes a case for active management.",unsustainable
1090,"In order to reduce water losses, Acea Ato 5 intensified checks on the network and carried out district planning activities: 245 km of water infrastructure was inspected and at the end of 2020 the networks related to 26 municipalities were divided into districts.",sustainable
1091,"Our Environmental Business Initiative will direct at least $445 billion to low-carbon, sustainable business activities by 2030.",sustainable
1092,"Climate change also creates insurance risks, as mortality risk in the areas in which we do business could be affected by factors such as more severe weather, the increasing spread of tropical diseases resulting from a warming climate, or increased insecurity in the food supply.",unsustainable
1093,"For example, survey data from the International Food Information Council indicate that consumers, especially those with lower incomes, are very familiar with traditional animal-based protein such as eggs and meat, but far less with some of the more recent developments such as cell-based, pea, soy or wheat-based products.",unsustainable
1094,"This will include hydroelectricity, wind and solar development, green hydrogen, battery storage, electrical grid and distribution, and smart grids.",unsustainable
1095,It represents the total quantity of cooling fluids in operation.,unsustainable
1096,"Every day we look for ways to go further for our clients and customers, to be a better and more inclusive employer, to strengthen our governance and to reduce our environmental impacts.",sustainable
1097,Efficient and safe transportation services are crucial enablers for satisfying essential and transversal–personal as well as commercial– mobility needs.,unsustainable
1098,"The energy efficiency of the new office is expected to improve by 46% compared to standard office buildings due to direct sunlight shields by eaves, district heating and cooling systems, and system lighting with human-detecting sensors.",sustainable
1099,"The figure, although significant, is certainly underestimated because it does not take into account the emission savings induced by not transporting the bottles by road/rail.",unsustainable
1100,"To reduce emissions related to our supply chain, our responsible supply chain management framework continues to drive our sustainable procurement as it has done since 2008.",sustainable
1101,"CNP Assurances is thus committed to maintaining the carbon intensity of its portfolio below the decreasing assessments of the OECM’s 1.5°C trajectories (from 410 to 216 kgeqCO2 /MWh between the end of 2019 and the end of 2024); to engage in dialogue with eight companies (six directly and two via the collaborative initiative Climate Action 100+) and two asset managers to encourage them to adopt a strategy aligned with a 1.5°C scenario by the end of 2024, i.e. to commit to carbon neutrality by 2050 and to set intermediate targets aligned with current scientific knowledge.",sustainable
1102,"Even within the same industry, companies may have diferent carbon footprints and face varying policy and market constraints and pressures.",unsustainable
1103,"The most important factors leading to water scarcity are: low precipitation, high temperatures, low air humidity, unfavorable soil properties and high water abstraction rates.",unsustainable
1104,"In addition, we support production Swiss start-ups in developing innovative business models which follow the idea of a circular economy (resell and reuse, repair and refurbish).",sustainable
1105,"In order to achieve these targets, JRE’s asset management company, Japan Real Estate Asset Management Co., Ltd., implements measures to improve the operational performance of buildings, conduct energy efficiency retrofits, and engage tenants on energy efficiency based on its “Energy Conservation Policy”, which stipulates operational policies for improving energy efficiency of the real estate portfolio, and its “GHG Emissions Reduction Policy”, which aims to create a low-carbon society.",sustainable
1106,"Our indirect (Scope 3) emissions, including business travel, increased in 2017 and 2018, but declined in 2019.",sustainable
1107,"Our climate strategy underlines our commitment to the SDGs on climate action and on affordable and clean energy and supports an orderly transition to a low-carbon economy, as defined by the Paris Agreement.",sustainable
1108,The goal is to finance 100 circular loans by 2020.,sustainable
1109,This is arguably the most disruptive change for the incumbent fertilizer companies as their operations are synthetic-focused.,unsustainable
1110,We reduced our firm’s greenhouse gas (GHG) footprint by 71% by 2019 compared with 2004 levels.,sustainable
1111,"All the offices we manage in the UK are zero waste to landfill, but we wanted to go further and look at how we reduce the wastes in the first place.",sustainable
1112,"The 2020 figure is broken down as follows: 9,713 tonnes of CO2 for suppliers of services and works and 1,928.7 tonnes of CO2 for suppliers of goods.",unsustainable
1113,"We also have installed more efficient LED lighting, low- energy chillers that reduce energy use by as much as 50 per cent, and heat recovery units via a thermal wheel.",sustainable
1114,We are continually developing and refining sustainable solutions and approaches that help reduce the risks of climate change.,sustainable
1115,Amundi has implemented a responsible waste management policy for several years in France and has promoted selective sorting through the voluntary use of recycling bins since 2013.,sustainable
1116,We provide strategic financial commitments and targeted employee volunteering to drive impact across a number of the SDGs.,sustainable
1117,The Client Energy Transition Framework also supports the direction toward low-carbon financing.,sustainable
1118,"As a result, Robeco decided to map out emissions from home consumption in Scope 3 as well (see description of Scope 3 – home consumption).",unsustainable
1119,"In 2018, the head of the secretariat of the World Health Organization’s Framework Convention on Tobacco Control, referring to International Labor Organization estimates, stated that about 1.3 million children a year were working in tobacco fields in 2011.",unsustainable
1120,Wellit helps its customers to reduce emissions by optimising logistics efficiency and using its software to explore how to quantify emissions avoided.,sustainable
1121,Is your organization’s low-carbon transition plan a scheduled resolution item at Annual General Meetings (AGMs)?,unsustainable
1122,The aim of our participation was to formalise our commitment and encourage employees to get involved in efforts to reduce energy consumption.,sustainable
1123,"In Japan’ s water supply systems, there is an enormous amount of energy that can be used from unutilized vertical drops in non-pressure flow pipes, surplus pressure in pumped supply pipes, and reduced pressure from pressure-reducing valves.",unsustainable
1124,This means applying different approaches to quantify the carbon performance of our entire proprietary investment portfolio to better understand risks and opportunities related to decarbonization.,unsustainable
1125,Another significant factor is that food production can be very water intense.,unsustainable
1126,The role that fertilizers and pesticides play in the global food system is relevant from both a health as well as an environmental perspective.,unsustainable
1127,"This carbon emissions inventory has been drawn up in accordance with the requirements of the internationally accepted standard ISO 14064-1, 2018, § 9.",unsustainable
1128,Scope 2 emissions of purchased electricity estimated based on square footage of leased properties.,unsustainable
1129,"Property losses, infrastructure disruption, workforce issues and loss of food production are only a few examples.",unsustainable
1130,"Emission rights: Emission rights certificates, which are granted free of charge by the German Emissions Trading Authority (Deutsche Emissionshandelsstelle) or a similar authority in other countries, are recognized in the balance sheet with a value of zero.",unsustainable
1131,"“Business as usual” is not an option, but what the exact role of fertilizers will be in the longer term remains unclear at this stage.",unsustainable
1132,"Together, these represent around 75% of global CO2 emissions.",unsustainable
1133,We see the SBTi as an enabler to build on our long-standing commitments and our efforts on driving the low-carbon economy.,sustainable
1134,"In line with the requirement for dual reporting, the table below shows GHG emissions from the market-based approach, using supplier specific emission factors, RE-DISS residual emission factors for non-renewable electricity consumption in European countries, or country grid average factor.",unsustainable
1135,"Farmers Edge is a globally active company offering digital agriculture risk management solutions and consulting services to farmers, retailers and the agriculture industry.",sustainable
1136,"There are a total of 231 indicators and 169 targets that recognise ending poverty and other deprivations must go hand-in-hand with strategies that improve health and education, reduce inequality, and spur economic growth – all while tackling climate change and working to preserve our oceans and forests.",unsustainable
1137,We reduce our water use by recirculating as much water as possible.,sustainable
1138,"UBS’s comprehensive climate strategy underlines our commitment to the SDGs on climate action and on affordable and clean energy and supports an orderly transition to a low-carbon economy, as defined by the Paris Agreement.",sustainable
1139,In 2020 a group-wide Responsible Material Use Standard was implemented in order to further reduce consumables and track their use.,sustainable
1140,"Despite all efforts, incidents can occur.",unsustainable
1141,"The costs of supplying electricity are made up of four items of expenditure: energy (supply and retail marketing), transport and meter management (costs for delivery to customers and reading consumption), system charges (costs for activities in the general interest of the electricity system, borne by all end customers) and taxes (consumption tax and VAT).",unsustainable
1142,The calculation of the carbon footprint of our mortgage portfolio is based on the energy performance of the properties in the portfolio.,unsustainable
1143,Scope 3 emissions are associated with the combustion of fossil fuels and contribute the majority of emissions within this sector.,unsustainable
1144,"Major incidents could include fatalities, accidents with multiple casualties, incidents that impact neighboring communities, or natural disasters such as earthquakes and flooding.",unsustainable
1145,"So far, more than three million vehicles have been connected with this box.",unsustainable
1146,Refer to page 68 for the discussion of transportation stewardship for prevention of safety impact of our transportation operations.,unsustainable
1147,"Our operations have, in fact, been climate-neutral since 2012; we've reduced our CO2 emissions by 60 per cent since 2011 and almost 80 percent of our electricity comes from renewables.",sustainable
1148,Our EEB program evaluates and reduces the energy consumption in new and existing buildings across the Group.,sustainable
1149,"In 2020, BNP Paribas REIM took a circular economy approach to refurbishing an office building the Paris’ 19th district, emphasizing sustainable and socially responsible construction methods.",sustainable
1150,This supporting document describes the methodology and definitions that are used for producing the carbon impact figures.,unsustainable
1151,Their relevance to Merck is assessed in the Scope 3 document.,unsustainable
1152,Our employees have supported the project start-up with seed funding while also mentoring and advising the project team on its journey to foster impactful social entrepreneurship.,sustainable
1153,"Emissions reflect supplier-specific emission rates where available, all of which comply with Scope 2 Guidance criteria.",unsustainable
1154,"In terms of environmental impacts, one of the most positive outcomes that our activity generates is savings in greenhouse gas (GHG) emissions: more than 4,000 tons of CO2 emissions are avoided every year.",sustainable
1155,The Equator Principles are international guidelines for private-sector institutions to ensure that impacts on the environment and regional communities are fully taken into consideration when implementing loans such as project finance loans.,unsustainable
1156,Calculations are based on the highest electricity consumption per 100 kilometres that we could find for models on the Belgian market and CO2 emissions for the average electricity grid mix in Belgium.,unsustainable
1157,The key carbon data sources and methodology for different asset classes are explained below.,unsustainable
1158,"Among the various forms of environmental destruction and pollution, deforestation and marine plastic waste issues are as material as climate change.",unsustainable
1159,"The most significant improvement was the median hourly pay gap, which reduced to 21.6% (from 23.1% the previous year).",sustainable
1160,This calculation method takes account of low-carbon electricity use (from renewable and nuclear sources) at a low-carbon emission factor (0g CO2 e/GJ).,unsustainable
1161,"For example, we focus on microfinance, as well as funds for deprived urban areas and clean low-carbon technologies in emerging markets.",sustainable
1162,"The world's volume of staple food to developing countries is 390 tons, while Japan's volume of food waste is 6.43 Mtons, around 1.6 times as much.",unsustainable
1163,The firm has been a member of RE100 since 2015 and recently joined additional initiatives EV100 and EP100 with ambitious commitments to electrify transport and deploy smarter energy use — making us the first US company to become a member of all three of The Climate Group’s global corporate leadership initiatives to accelerate the clean energy transition.,sustainable
1164,Weighting by carbon values results in highertemperature alignment metrics than shown above due to a heavierweighting to the stocks in higher emitting sectors.,unsustainable
1165,"A number of themes were reflected through the investments made: in the areas of consumption, responsible purchasing policies and the development of health-friendly products; in healthcare, access to treatment and healthcare equipment, and the development of medicine that integrates new technology; in the area of resource and waste management; business and consumer services, facilitating the emergence of a low-carbon economy with better use of energy, and helping to bridge the digital divide; companies offering credible alternatives to automotive transportation have been strengthened or brought into the portfolio and the automotive sector has been reduced.",sustainable
1166,"The gases included in the calculation of Scope 1, 2 and 3 emissions are CO2 , CH4 , N2 O, HFCs and PFCs.",unsustainable
1167,"This represents total energy, power, steam, compressed air, cooling water pumps and other equipment used by manufacturing facilities.",unsustainable
1168,Our new Sustainable Investment Tool provides insight into sustainable improvements for premises.,sustainable
1169,We also equip our Financial Advisors with Climate Change and Fossil Fuel Aware investing toolkits to help clients develop a tailored investment approach that incorporates these issues into their portfolios.,sustainable
1170,"We are undertaking a comprehensive measurement and analysis of our Scope 1, 2 and 3 carbon emissions across our strategies.",unsustainable
1171,Our Science Based Target (SBT) for Scope 3 emissions covers emissions from customer use of our products.,unsustainable
1172,It does not include Renault Kangoo vehicles assigned individually.,unsustainable
1173,Both their total carbon footprint and carbon intensity has decreased since 2017.,sustainable
1174,Our business units are on pace to meet our commitment to mobilize $250 billion to support low-carbon solutions by 2030.,sustainable
1175,"In tandem with the carbon neutrality goal, we achieved our goal to reduce our location-based emissions by 50% by 2020.",sustainable
1176,Sperre has reduced its carbon footprint by 7% since 2018.,sustainable
1177,"The principal energy flows pertaining to Robeco’s Scope 3 emissions consist of the energy flows from business travel, energy consumption associated with working from home, carbon emissions from using drinking water, from paper consumption and the processing of waste flows.",unsustainable
1178,"As of December 2020, 111 banks (including export credit agencies) from around the world have signed the Equator Principles.",unsustainable
1179,"“Our CO2 emissions are a cumulative phenomenon, which means that CO2 collects in the atmosphere and remains there,” says Rahmstorf.",unsustainable
1180,What were your organization’s gross global Scope 1 emissions in metric tons CO2e?,unsustainable
1181,We strategically invest in low-carbon assets since more than a decade and increased our exposure.,sustainable
1182,"Business travel includes fights, rail, rental cars, taxis, and public transport.",unsustainable
1183,"We had already achieved our annual CO2 emissions targets, and we continued to demonstrate our commitment in this area.",sustainable
1184,"Energy recovery from waste is an important part of the circular economy, which provides energy and economic advantages, it leads to a notable volumetric reduction and the biological stabilisation of waste, avoiding as far as possible the disposal of this waste in landfills as such.",unsustainable
1185,The environmental transition of many industries will largely rely on the creation of a low-carbon aluminum value chain from extraction to end use.,unsustainable
1186,"For example, industrial conglomerates may focus on specific toxic waste reduction goals, while oil and gas companies should consider carbon emissions targets.",unsustainable
1187,"In 2019, we raised internal awareness on sustainability issues through a series of employee engagement initiatives.",sustainable
1188,Many of the patents published in 2019 centre on technologies that help reduce vehicle fuel consumption and pollutant emissions.,unsustainable
1189,"According to FAO estimates, per-capita food waste by consumers in Europe and North America amounts to 95–115 kg/year, but only 6–11 kg/year in South and Southeast Asia.",unsustainable
1190,"Whether local or global, there are four focus areas under our community pillar: charity financial support, payroll giving, volunteering and fundraising.",sustainable
1191,"The world’s key environmental and social challenges – such as population growth, energy security, loss of biodiversity and access to drinking water and food – are all closely intertwined with climate change.",unsustainable
1192,"We provide focused financial and human support, including skills-based employee volunteering programs and client participation where appropriate.",sustainable
1193,Avoided emissions is a climate impact indicator expressed in tonnes of CO2 equivalent.,unsustainable
1194,"We support the goal of carbon neutrality by 2050, in line with global efforts to limit warming to 1.5°C.",sustainable
1195,"The company's ambition is to enable the circular economy within its industry, including providing metrics to customers on the impact on climate from extending the life of end user IT equipment One initiative Foxway has introduced is the Green Zone perspective.",sustainable
1196,"The project is expected to reduce the branches’ lighting-related energy use by more than 50% – the equivalent of taking nearly 27,000 cars off the road.",sustainable
1197,"Once in operation at our customers, Nokia Software’s products actively help reduce resource usage and in particular energy usage.",sustainable
1198,"Climate change may also present enhanced asset returns, for example increased equity valuation for a firm enabling transition to a low-carbon economy.",unsustainable
1199,We expect the transportation industry to return to growth after a slight decline in production in the previous year.,unsustainable
1200,Plant-based animal milk alternatives offer both a health benefit (lower saturated fats than animal milk) and an environmental benefit (less water usage and lower CO2 emissions).,unsustainable
1201,"Remote sensors have numerous applications like testing soil for nutrient scarcity or the presence of toxic chemicals, livestock monitoring or autonomous vehicle guidance systems.",unsustainable
1202,"However, scientific evidence for this is weak as randomized trials do not suggest that a reduced intake of total fat correlates with a reduction of these diseases.",unsustainable
1203,"Furthermore, it contributes to a loss in biodiversity and puts pressure on soil quality, which in turn is seen as contributing to the risk of drought and floods.",unsustainable
1204,Low earth orbit (LEO) satellites offering global coverage with reduced latency compared to current satellites.,unsustainable
1205,One key topic with the issuer’s sustainability department was deforestation and protection of biodiversity.,sustainable
1206,We have the ambition to reduce our annual CO2 emissions by 20% by 2021.,sustainable
1207,"Full-time State Street employees are eligible for benefits that include programs that cover spouses/domestic partners, adult dependents and children; comprehensive medical plan options; dental and vision care; flexible spending accounts for health care, dependent care and transportation needs; employee and family life insurance; Legal Assistance Plan; Employee Assistance Program (EAP); Salary Savings Program with 401(k) pre-tax and post-tax; as well as Roth options and a competitive company match.",sustainable
1208,Impairment tests are based on a comparison of the carrying amount and the recoverable amount.,unsustainable
1209,"Prioritizing employee health and safety as a value, along with environmental protection, reduces the risk of reputation damage while caring for the welfare and integrity of our employees, and protecting our assets.",sustainable
1210,"Plastic barrels are treated through a cleaning process, which enables them to be reused.",unsustainable
1211,"Plastics, too, are an indispensable part of a lower-carbon economy.",unsustainable
1212,"In addition, BlackRock is working to incorporate SAF, the leading decarbonization technology in aviation, into its emissions reduction strategy to both help scale SAF’s adoption more broadly and to reduce its own GHG emissions.",sustainable
1213,Both companies have grown their share through acquisitions and are benefiting from their direct connection to farmers and their needs.,unsustainable
1214,"We provide intellectual capital and fund research into policy solutions that will support the transition to a low-carbon economy, including promoting financial innovation to increase low-carbon investment and climate resilience.",sustainable
1215,"Concerns were raised around the boundary for Scope 3 emissions, and regarding the limitations around actions that oil and gas companies could take in mitigating value chain emissions.",unsustainable
1216,"For the last several years, we have partnered with a charity organization that invests in environmentally friendly projects to offset a portion of our carbon emissions footprint.",sustainable
1217,"Given the stakes, it should be no surprise the CANDRIAM Academy also now offers a dedicated module on the circular economy.",sustainable
1218,"The portfolio covers 189 705 cars (all core countries), 21 076 LCV’s (Belgium, Czech Republic, Hungary), 7 979 motorcycles (Belgium, Czech Republic, Slovakia) and 5 723 bicycles (Belgium).",unsustainable
1219,"Finally, being part of an ecosystem providing essential services to local communities, we will be even more committed to support the long term trends we had identified pre­Covid and that will be now at the forefront of public attention: reducing the digital divide, supporting energy transition, developing sustainable transportation systems and social infrastructure.",sustainable
1220,"Due to the COVID-19 related lockdowns over 2020, our normal programme of volunteering was not possible.",unsustainable
1221,"Assessment of a portfolio's alignment with ESG factors, established by Morgan Stanley, is evaluated based on available data and expertise from MSCI ESG Research, ISS-ESG, Equileap and Fossil Free Indexes.",unsustainable
1222,"First, we are working with our clients to support their transition to low-carbon and climate-resilient business models, and we are working to further integrate climate change into our risk management models as part of our Climate Risk Strategy program.",sustainable
1223,A new growth model is emerging – based on low-carbon growth and greater awareness society-wide of our environmental and social impacts – and Natixis stands fully committed to addressing this challenge.,sustainable
1224,"Indigo is a world leader in operating and driving development in parking as well as providing individual mobility services, including green charging solutions.",sustainable
1225,"Each year, we compensate for the balance of emissions that we cannot reduce, by purchasing carbon credits to achieve a carbon neutral position against our reported carbon emissions, which include office and data center energy use, water and waste, business travel and the estimated energy use from remote working.",sustainable
1226,"Good sustainability practices have helped us reduce operating costs, mitigate operational risks and increase the quality and reliability of earnings.",sustainable
1227,As part of this we are among a group of investors that are pushing certain companies operating in the construction materials sector to accelerate efforts to reduce their emissions.,sustainable
1228,"There is a wide margin of uncertainty in these metrics given the uncertainty around the global energy transition, the associated warming path, weather outcomes, carbon prices and technological developments.",unsustainable
1229,Carbon footprint — SCOR continues to rely on ISS-ESG data to measure the carbon footprint of its portfolio.,unsustainable
1230,"Led by the Vice President for Data Center Operations, this initiative is exploring options such as addressing zombie servers, reducing or limiting the energy required by servers, and replacing older servers with newer technology that reduces energy demands.",sustainable
1231,The modes of transportation are based on employee surveys and on publicly available information.,unsustainable
1232,"Since 2005, we have reduced our GHG emissions by about 33%.",sustainable
1233,"We have committed to alignment with the Paris Agreement, including achieving carbon neutrality by 2050, in line with global efforts to limit warming to 1.5°C.",sustainable
1234,"In 2020, we introduced a new policy on palm oil companies for our sustainable funds.",sustainable
1235,"Strategies and products, which are offered through a variety of investment vehicles, include equity, fixed income, alternatives and solutions, and liquidity and overlay services.",unsustainable
1236,"Through our dedicated engagement programme, the Climate Impact Pledge, we are committed to help companies to step up on their ambition towards net zero, build resilient strategies for this transformative transition period and succeed in the low-carbon world.",sustainable
1237,"Bad eating habits also affect the labor market: overweight and obesity reduce the employment rate, increase absenteeism (absence from work, sick leave) and “presenteeism” (reduction in productivity while at work), and are also one reason why people retire earlier (Fitzgerald et al.).",unsustainable
1238,"In the past 15 years, we have reduced our overall GHG emissions by 15%.",sustainable
1239,"When siting new data centers, we consider local temperatures and humidity conditions and seeking locations that require less cooling and dehumidification.",sustainable
1240,"Investing in the Vauban Infrastructure Partners’ funds makes it possible to make a significant contribution to these essential infrastructure projects and to address current and future challenges, such as those in the transport, health and education sectors, which are major themes for BNP Paribas Cardif.",sustainable
1241,The compost estimate is made based on the quantities transported daily for maturation or to the final storage areas.,unsustainable
1242,We have reported our Scope 2 emissions using both the location and market-based methods in line with the GHG Protocol Scope 2 Guidance.,unsustainable
1243,"Emissions from capital goods are based on financial data on property, plant, and equipment additions during the reporting year and estimated by using the GHG Protocol Scope 3 Evaluator tool.",unsustainable
1244,This streamlined policy offers us guidance in promoting a culture of understanding and awareness of health and safety risks; identifying and assessing those risks through periodic assessments and remediation; reporting incidents and injuries; and complying with regulatory requirements.,sustainable
1245,"Scope 2 GHG emission factors used in 2019 were extracted from the EMA Singapore Energy Statistics 2019, 2018 National Greenhouse and Energy Reporting (Australia), IEA Emission factors 2019, CLP Holdings Sustainability Report 2019 and HK Electric Investments Sustainability Report 2019.",unsustainable
1246,"Many of our clients are already subject to climate change regulation, such as the EU Emissions Trading Scheme.",unsustainable
1247,GHG emissions from assets leased by BASF are accounted for as Scope 3 emissions.,unsustainable
1248,"Climate change is one of the greatest challenges facing the world in the 21st century, which is why we have committed ourselves to contributing to the transition to a low-carbon society.",sustainable
1249,We support the orderly transition to a low-carbon economy.,sustainable
1250,"Scope 1 emissions also include those deriving from certain processes of plants in the Environment segment (composting, treatment and disposal of liquid waste), from drying at treatment plants, from vehicles of Company feets (petrol and diesel vehicles), from leaks of sulphur hexafluoride (SF6) that may arise at Areti plants, from combustion processes for heating of premises and offices and from leaks of freon gases from air-conditioning units.",unsustainable
1251,The transaction also covered Bayer’s trait research and breeding capabilities for these crops.,unsustainable
1252,"Yet, deforestation continues to cause severe societal problems, sometimes leading to violent conflict.",unsustainable
1253,Scope 2 location-based emissions are reported above for comparison with historical years.,unsustainable
1254,"In Europe, the collection and treatment of end-of-life vehicles generated a total revenue of €3.8 million in 2019, for the sole company-owned network (PSA Retail) and used vehicle sales branches.",unsustainable
1255,"Morgan Stanley supports appropriate policies that will accelerate the transition to a low-carbon economy, including a price on carbon.",sustainable
1256,"Fuel, Electricity, and Steam are included; BNY Mellon does not consume additional sources of heating and cooling.",unsustainable
1257,"With its Free2Move brand, the Group has pooled all of its mobility services to facilitate customer mobility.",sustainable
1258,"Over the last six years, CNP Assurances has made compelling commitments in favour of the environmental and energy transition and the fight against global warming.",sustainable
1259,"Under “Environmental matters”, we report on environmental stewardship (including production residues in the environment and abandoned hazardous waste), greenhouse gas emissions, energy efficiency and renewable energies, plant and process safety, chemical product safety (including chemical labeling), transport and warehouse safety, and supply chain standards (including Mica supply chain).",unsustainable
1260,"It is founded on inclusive leadership based on mutual trust, respect and dedication to top performance.",unsustainable
1261,"Further expanding our sustainable lending, insurance and advisory services offering (e.g., sustainable loans/revolving credits, sustainable project finance, insurance solutions covering climate risks, bicycle leasing) and restricting lending, insurance and advisory services regarding controversial and socially sensitive sectors and activities (e.g., arms-related activities, narcotic crops, gambling) to stimulate a sustainable society.",sustainable
1262,CNP Assurances is committed to the environmental and energy transition needed to achieve carbon neutrality by 2050.,sustainable
1263,The renewable electricity production will account for 70 percent of the firm’s electricity consumption and 40 percent of our carbon footprint globally.,sustainable
1264,"To help our employees meet the rapidly changing, technology-centric demands of the financial services industry, we invest in professional development and skills- training opportunities to help them succeed.",sustainable
1265,"To put this into perspective, we note that eliminating household food waste in America and Europe would add 10% to the world’s food supply available for other countries.",unsustainable
1266,Our approach focuses on engagement with companies on the climate transition pathway towards a low-carbon economy.,sustainable
1267,"In terms of environmental sustainability, we take targeted measures when conducting our operations to achieve a significant reduction in CO2 emissions and other factors that are harmful to the environment.",sustainable
1268,"As with the SDGs, we aim to be a leading financial provider in enabling investors to mobilize private and institutional capital to climate change mitigation and adaptation while supporting the transition to a low-carbon economy.",sustainable
1269,84% of employees feel that our flexible work arrangements meet their needs according to the recent employee engagement survey.,sustainable
1270,"The project also trains local farmers in sustainable cocoa farming, and invests in schools, hospitals and education.",sustainable
1271,"We also introduced Green 20: 20 relationship managers, who are available one day a week to dedicate their time to the Sustainable Finance Desk and who will be trained as circular experts.",sustainable
1272,"CO2 emissions factors per MWh were obtained from the International Energy Agency (IEA, 2017).",unsustainable
1273,Global CO2 emissions are reduced to net zero by around 2050.,sustainable
1274,"We provide a wealth of resources designed to raise awareness of wellbeing, reduce the stigma of mental health and encourage open, honest conversations.",sustainable
1275,We are systematically implementing our measures to improve transportation safety.,sustainable
1276,Water recycled in this way is estimated at 2.7 million m3 per year.,unsustainable
1277,We will reduce our scope 1 and 2 emissions by 50% by 2030.,sustainable
1278,"Deutsche Bank helps clients to develop, acquire, and sell low-carbon businesses and assets.",sustainable
1279,We’re going to use renewable or recycled feedstocks instead of using virgin feedstocks from a natural gas well.,sustainable
1280,We are working to reduce the amount of material we use while also employing more eco-friendly materials.,sustainable
1281,"For example, we have been carbon neutral from 2015 onward across our global direct Scope 1, indirect (market-based) Scope 2, and Scope 3 business travel emissions.",sustainable
1282,"Deforestation is, in fact, second only to the energy sector as a source of global greenhouse gas emissions and accounts for up to 20% of emissions, more than the entire global transport sector.",unsustainable
1283,"The Chairman of the Supervisory Board of Allianz SE is Michael Diekmann, who was a former member of the Board of Management and has observed the legally required two-year ‘cooling off’ period.",unsustainable
1284,"Increases beyond 1.5°C are likely to bring more devastating impacts, such as sea level rise affecting over 6 million people in vulnerable coastal areas, and decimation of insect habitats threatening food security.",unsustainable
1285,The carbon emissions are calculated on the basis of the quantities of fuel actually used and kWh instead of average carbon emissions/km.,unsustainable
1286,Acea quantifies its CO2 emissions by monitoring and evaluating the carbon footprint of the individual macro production processes according to the guidelines of the GHG protocol 136 which requires reporting in the categories of direct (Scope 1) and indirect (Scope 2 and Scope 3).,unsustainable
1287,"As of 2020, global print volume has been reduced by 78% relative to our 2014 baseline.",sustainable
1288,"We offer solutions to mobilize capital for a low-carbon world, e.g., with the issuance of green bonds and our Climate Aware Strategy.",sustainable
1289,"While employee sentiment about career opportunities at BNY Mellon went up six points from last year to 64 percent favorable, fewer employees said they’ve had meaningful career conversations with their managers this year.",unsustainable
1290,"A change toward a plant-based diet appears inevitable, in our view, if the global food system is to become more sustainable.",unsustainable
